community,building_type,_date,average_price
South Riverdale,Att/Row/Twnhouse,2022-03-01,1920721.371465497
South Riverdale,Att/Row/Twnhouse,2022-04-01,1936250.78340798
South Riverdale,Att/Row/Twnhouse,2023-01-01,2112218.455186425
South Riverdale,Att/Row/Twnhouse,2023-02-01,2083976.4175971856
South Riverdale,Att/Row/Twnhouse,2023-03-01,2116093.166169982
South Riverdale,Condo Apt,2022-01-01,921371.497840574
South Riverdale,Condo Apt,2022-02-01,964244.5112289347
South Riverdale,Condo Apt,2022-03-01,1085328.4199544208
South Riverdale,Condo Apt,2022-04-01,1113735.2706673546
South Riverdale,Condo Apt,2023-01-01,1259933.4517723373
South Riverdale,Condo Apt,2023-02-01,1380685.2589353416
South Riverdale,Condo Apt,2023-03-01,1449218.420287331
South Riverdale,Detached,2022-01-01,1821738.4784006767
South Riverdale,Detached,2022-02-01,1958730.6383530183
South Riverdale,Detached,2022-03-01,1906077.7653656155
South Riverdale,Detached,2022-04-01,2093272.5094423848
South Riverdale,Detached,2023-01-01,2109478.03161344
South Riverdale,Detached,2023-02-01,2277553.6819500704
South Riverdale,Detached,2023-03-01,2195347.2757809963
South Riverdale,Semi-Detached,2022-01-01,1492402.0404525434
South Riverdale,Semi-Detached,2022-02-01,1571993.3898571113
South Riverdale,Semi-Detached,2022-03-01,1551462.4795714582
South Riverdale,Semi-Detached,2022-04-01,1762209.5722020385
South Riverdale,Semi-Detached,2023-01-01,1843529.541628156
South Riverdale,Semi-Detached,2023-02-01,1927395.6854907952
South Riverdale,Semi-Detached,2023-03-01,1845796.5536199887
St. Andrew-Windfields,Condo Apt,2022-01-01,1058486.9722858516
St. Andrew-Windfields,Condo Apt,2022-02-01,1156507.5554512788
St. Andrew-Windfields,Condo Apt,2022-03-01,1234335.5510476134
St. Andrew-Windfields,Condo Apt,2022-04-01,1401231.9050694196
St. Andrew-Windfields,Condo Apt,2023-01-01,1388421.685745649
St. Andrew-Windfields,Condo Apt,2023-02-01,1540739.0078457322
St. Andrew-Windfields,Condo Apt,2023-03-01,1526109.798815838
St. Andrew-Windfields,Detached,2022-01-01,4589775.766156924
St. Andrew-Windfields,Detached,2022-02-01,4860429.59629614
Steeles,Att/Row/Twnhouse,2022-01-01,1073885.206280982
Steeles,Att/Row/Twnhouse,2022-02-01,1166632.1863311736
Steeles,Att/Row/Twnhouse,2022-03-01,1275785.2233110454
Steeles,Att/Row/Twnhouse,2022-04-01,1302270.7839112245
Steeles,Att/Row/Twnhouse,2023-01-01,1331381.0322760786
Steeles,Att/Row/Twnhouse,2023-02-01,1287855.506228491
Steeles,Att/Row/Twnhouse,2023-03-01,1209675.4105110683
Steeles,Condo Apt,2022-01-01,584791.2443540781
Steeles,Condo Apt,2022-02-01,630498.7185112963
Steeles,Condo Apt,2022-03-01,632674.6001037305
Steeles,Condo Apt,2022-04-01,664003.5657815811
Steeles,Condo Apt,2023-01-01,688322.0227263711
Steeles,Condo Apt,2023-02-01,750174.2310190803
Steeles,Condo Apt,2023-03-01,749861.827743834
Steeles,Detached,2022-01-01,1597101.7165205448
Steeles,Detached,2022-02-01,1671731.6920497487
Steeles,Detached,2022-03-01,1744468.381613251
Steeles,Detached,2022-04-01,1803677.7276226797
Steeles,Detached,2023-01-01,1808203.6644409648
Steeles,Detached,2023-02-01,1693547.8692751848
Steeles,Detached,2023-03-01,1516237.3086097192
Stonegate-Queensway,Att/Row/Twnhouse,2022-01-01,1364509.9821231656
Stonegate-Queensway,Att/Row/Twnhouse,2022-02-01,1417456.0347423924
Stonegate-Queensway,Att/Row/Twnhouse,2022-03-01,1437985.3424744592
Stonegate-Queensway,Att/Row/Twnhouse,2022-04-01,1547541.5648561362
Stonegate-Queensway,Att/Row/Twnhouse,2023-01-01,1645414.1154043863
Stonegate-Queensway,Att/Row/Twnhouse,2023-02-01,1663424.5876321134
Stonegate-Queensway,Att/Row/Twnhouse,2023-03-01,1594385.9016146397
Stonegate-Queensway,Condo Apt,2022-01-01,865911.7619326004
Stonegate-Queensway,Condo Apt,2022-02-01,927128.4869072333
Stonegate-Queensway,Condo Apt,2022-03-01,873991.9485359442
Stonegate-Queensway,Condo Apt,2022-04-01,1025358.3680768048
Stonegate-Queensway,Condo Apt,2023-01-01,1129512.414523695
Stonegate-Queensway,Condo Apt,2023-02-01,1201849.8908581648
Stonegate-Queensway,Condo Apt,2023-03-01,1166976.4570456122
Stonegate-Queensway,Detached,2022-01-01,2078272.27819342
Stonegate-Queensway,Detached,2022-02-01,2350750.441835106
Stonegate-Queensway,Detached,2022-03-01,2256024.692143985
Stonegate-Queensway,Detached,2022-04-01,2347683.543133282
Stonegate-Queensway,Detached,2023-01-01,2349293.996743574
Stonegate-Queensway,Detached,2023-02-01,2516683.8021907755
Stonegate-Queensway,Detached,2023-03-01,2426409.913555162
Tam O'Shanter-Sullivan,Condo Apt,2022-01-01,624652.7614765433
Tam O'Shanter-Sullivan,Condo Apt,2022-02-01,685125.9613636034
Tam O'Shanter-Sullivan,Condo Apt,2022-03-01,733575.7394233546
Tam O'Shanter-Sullivan,Condo Apt,2022-04-01,736600.9939260373
Tam O'Shanter-Sullivan,Condo Apt,2023-01-01,740932.9863449661
Tam O'Shanter-Sullivan,Condo Apt,2023-02-01,806839.8476301176
Tam O'Shanter-Sullivan,Condo Apt,2023-03-01,822691.7171315296
Tam O'Shanter-Sullivan,Detached,2022-01-01,1510723.2144708778
Tam O'Shanter-Sullivan,Detached,2022-02-01,1650352.4280162612
Tam O'Shanter-Sullivan,Detached,2022-03-01,1576950.7393674145
Tam O'Shanter-Sullivan,Detached,2022-04-01,1549387.1860441444
Tam O'Shanter-Sullivan,Detached,2023-01-01,1678861.9990771078
Tam O'Shanter-Sullivan,Detached,2023-02-01,1472198.1675133477
Tam O'Shanter-Sullivan,Detached,2023-03-01,1317181.4843419546
The Beaches,Att/Row/Twnhouse,2022-01-01,1702230.4130221426
The Beaches,Att/Row/Twnhouse,2022-02-01,1793382.7067707034
The Beaches,Att/Row/Twnhouse,2022-03-01,1845646.10906705
The Beaches,Att/Row/Twnhouse,2022-04-01,1823278.630811313
The Beaches,Att/Row/Twnhouse,2023-01-01,2110117.265893987
The Beaches,Att/Row/Twnhouse,2023-02-01,2156746.7352240984
The Beaches,Att/Row/Twnhouse,2023-03-01,2002288.1539291996
The Beaches,Condo Apt,2022-01-01,841980.53304889
The Beaches,Condo Apt,2022-02-01,806106.1274727574
The Beaches,Condo Apt,2022-03-01,766820.5246168998
The Beaches,Condo Apt,2022-04-01,806585.1876670205
The Beaches,Condo Apt,2023-01-01,878663.9803152562
The Beaches,Condo Apt,2023-02-01,1038371.1809282474
The Beaches,Condo Apt,2023-03-01,1011635.8765401356
The Beaches,Detached,2022-01-01,2338802.8472536816
The Beaches,Detached,2022-02-01,2582413.5421381043
The Beaches,Detached,2022-03-01,2798034.173145249
The Beaches,Detached,2022-04-01,2929350.634079864
The Beaches,Detached,2023-01-01,2973865.1869523576
The Beaches,Detached,2023-02-01,3270824.8516885
The Beaches,Detached,2023-03-01,3233694.772467097
The Beaches,Semi-Detached,2022-01-01,1712819.796074981
The Beaches,Semi-Detached,2022-02-01,1795429.0556774528
The Beaches,Semi-Detached,2022-03-01,1806768.0275484892
The Beaches,Semi-Detached,2022-04-01,1788765.4063841412
The Beaches,Semi-Detached,2023-01-01,2031903.891653041
The Beaches,Semi-Detached,2023-02-01,2223818.818947317
The Beaches,Semi-Detached,2023-03-01,2175098.6475309706
Thistletown-Beaumonde Heights,Detached,2022-01-01,1313053.163756337
Thistletown-Beaumonde Heights,Detached,2022-02-01,1329191.0783011285
Thistletown-Beaumonde Heights,Detached,2022-03-01,1420604.2386044809
Thistletown-Beaumonde Heights,Detached,2022-04-01,1432390.286520559
Thistletown-Beaumonde Heights,Detached,2023-01-01,1500694.6191703824
Thistletown-Beaumonde Heights,Detached,2023-02-01,1465791.3455265209
Thistletown-Beaumonde Heights,Detached,2023-03-01,1465306.426159296
Thistletown-Beaumonde Heights,Semi-Detached,2022-01-01,915716.3504272102
Thistletown-Beaumonde Heights,Semi-Detached,2022-02-01,982169.844637088
Thistletown-Beaumonde Heights,Semi-Detached,2022-03-01,965028.206947288
Thistletown-Beaumonde Heights,Semi-Detached,2022-04-01,1016122.7223757432
Thistletown-Beaumonde Heights,Semi-Detached,2023-01-01,1019801.9235389188
Thistletown-Beaumonde Heights,Semi-Detached,2023-02-01,1072799.802073588
Thistletown-Beaumonde Heights,Semi-Detached,2023-03-01,1120889.37770699
Thorncliffe Park,Condo Apt,2022-01-01,662606.6287345211
Thorncliffe Park,Condo Apt,2022-02-01,663180.2492046786
Thorncliffe Park,Condo Apt,2022-03-01,741681.3934140122
Thorncliffe Park,Condo Apt,2022-04-01,751897.9829623122
Thorncliffe Park,Condo Apt,2023-01-01,788680.4624142549
Thorncliffe Park,Condo Apt,2023-02-01,861017.6738326536
Thorncliffe Park,Condo Apt,2023-03-01,873476.2294415653
Trinity-Bellwoods,Att/Row/Twnhouse,2022-01-01,1758323.1472075663
Trinity-Bellwoods,Att/Row/Twnhouse,2022-02-01,1902139.656673889
Trinity-Bellwoods,Att/Row/Twnhouse,2022-03-01,1921940.1191953933
Trinity-Bellwoods,Att/Row/Twnhouse,2022-04-01,2206677.031239088
Trinity-Bellwoods,Att/Row/Twnhouse,2023-01-01,2326393.1468289606
Trinity-Bellwoods,Att/Row/Twnhouse,2023-02-01,2273338.727798988
Trinity-Bellwoods,Att/Row/Twnhouse,2023-03-01,2239981.406720209
Trinity-Bellwoods,Condo Apt,2022-01-01,987324.9261253384
Trinity-Bellwoods,Condo Apt,2022-02-01,979512.0462793882
Trinity-Bellwoods,Condo Apt,2022-03-01,1126899.694937375
Trinity-Bellwoods,Condo Apt,2022-04-01,1064381.2654147043
Trinity-Bellwoods,Condo Apt,2023-01-01,1252420.8771574958
Trinity-Bellwoods,Condo Apt,2023-02-01,1337356.4518069746
Trinity-Bellwoods,Condo Apt,2023-03-01,1416614.681202411
Trinity-Bellwoods,Detached,2022-01-01,3403476.42231698
Trinity-Bellwoods,Detached,2022-02-01,2758678.1662886306
Trinity-Bellwoods,Detached,2022-03-01,4344993.051007706
Trinity-Bellwoods,Detached,2022-04-01,3472358.5904774065
Trinity-Bellwoods,Detached,2023-01-01,4229703.8067161525
Trinity-Bellwoods,Detached,2023-02-01,3600857.0115845483
Trinity-Bellwoods,Detached,2023-03-01,3908197.959735632
Trinity-Bellwoods,Semi-Detached,2022-01-01,1790157.740811917
Trinity-Bellwoods,Semi-Detached,2022-02-01,1907740.4984467856
Trinity-Bellwoods,Semi-Detached,2022-03-01,1878295.478236348
Trinity-Bellwoods,Semi-Detached,2022-04-01,2174081.859111347
Trinity-Bellwoods,Semi-Detached,2023-01-01,2293798.582449722
Trinity-Bellwoods,Semi-Detached,2023-02-01,2126390.034954138
Trinity-Bellwoods,Semi-Detached,2023-03-01,2073976.8917485075
University,Att/Row/Twnhouse,2022-01-01,1759052.8823854611
University,Att/Row/Twnhouse,2022-02-01,1680605.5360932453
University,Att/Row/Twnhouse,2022-03-01,1750427.9101382438
University,Att/Row/Twnhouse,2022-04-01,2007769.7852244184
University,Att/Row/Twnhouse,2023-01-01,2033776.361741525
University,Att/Row/Twnhouse,2023-02-01,2153771.622365955
University,Att/Row/Twnhouse,2023-03-01,2233389.196306816
University,Condo Apt,2022-01-01,692374.9385261863
University,Condo Apt,2022-02-01,516303.1706067128
University,Condo Apt,2022-03-01,515983.6577495648
University,Condo Apt,2022-04-01,729674.4920157108
University,Condo Apt,2023-01-01,783592.6683404053
University,Condo Apt,2023-02-01,958425.1371063676
University,Condo Apt,2023-03-01,961026.8388811616
University,Semi-Detached,2022-01-01,2081494.72001435
University,Semi-Detached,2022-02-01,2278260.2458659266
University,Semi-Detached,2022-03-01,2372540.9927192004
University,Semi-Detached,2022-04-01,2466425.673654706
University,Semi-Detached,2023-01-01,2629534.0544643416
University,Semi-Detached,2023-02-01,2573977.919043036
University,Semi-Detached,2023-03-01,2489772.616019146
Victoria Village,Att/Row/Twnhouse,2022-01-01,972324.7603593104
Victoria Village,Att/Row/Twnhouse,2022-02-01,929801.62799134
Victoria Village,Att/Row/Twnhouse,2022-03-01,934801.1940583388
Victoria Village,Att/Row/Twnhouse,2022-04-01,951940.4013780536
Victoria Village,Att/Row/Twnhouse,2023-01-01,967009.4373076464
Victoria Village,Att/Row/Twnhouse,2023-02-01,1012418.5889173322
Victoria Village,Att/Row/Twnhouse,2023-03-01,1025653.299671032
Victoria Village,Condo Apt,2022-01-01,618325.8894528378
Victoria Village,Condo Apt,2022-02-01,646426.3981225849
Victoria Village,Condo Apt,2022-03-01,676848.9422718209
Victoria Village,Condo Apt,2022-04-01,701218.0826999373
Victoria Village,Condo Apt,2023-01-01,780874.9293482337
Victoria Village,Condo Apt,2023-02-01,837594.9911748178
Victoria Village,Condo Apt,2023-03-01,854255.2064679834
Victoria Village,Detached,2022-01-01,1736608.454125054
Victoria Village,Detached,2022-02-01,1827181.703133764
Victoria Village,Detached,2022-03-01,1928974.4030144385
Victoria Village,Detached,2022-04-01,2010339.044147689
Victoria Village,Detached,2023-01-01,2084090.719595248
Victoria Village,Detached,2023-02-01,1957558.104493885
Victoria Village,Detached,2023-03-01,1858587.517007564
Victoria Village,Semi-Detached,2022-01-01,889307.3980780788
Victoria Village,Semi-Detached,2022-02-01,929192.5489847672
Victoria Village,Semi-Detached,2022-03-01,1006877.3034255544
Victoria Village,Semi-Detached,2022-04-01,1048147.8667725208
Victoria Village,Semi-Detached,2023-01-01,1054457.3087139034
Victoria Village,Semi-Detached,2023-02-01,1045202.8827990444
Victoria Village,Semi-Detached,2023-03-01,1037864.68535375
Waterfront Communities C1,Condo Apt,2022-01-01,811313.568477106
Waterfront Communities C1,Condo Apt,2022-02-01,900352.5097249823
Waterfront Communities C1,Condo Apt,2022-03-01,915483.2729250144
Waterfront Communities C1,Condo Apt,2022-04-01,1048606.080979931
Waterfront Communities C1,Condo Apt,2023-01-01,1170640.146183332
Waterfront Communities C1,Condo Apt,2023-02-01,1193320.8144310694
Waterfront Communities C1,Condo Apt,2023-03-01,1228567.3992288597
Waterfront Communities C8,Condo Apt,2022-01-01,882711.8695402138
Waterfront Communities C8,Condo Apt,2022-02-01,928554.6074292058
Waterfront Communities C8,Condo Apt,2022-03-01,980810.7073858294
Waterfront Communities C8,Condo Apt,2022-04-01,1060123.7918084129
Waterfront Communities C8,Condo Apt,2023-01-01,1139402.5813223962
Waterfront Communities C8,Condo Apt,2023-02-01,1224832.50808103
Waterfront Communities C8,Condo Apt,2023-03-01,1273636.2383890836
West Hill,Att/Row/Twnhouse,2022-01-01,817118.4633155828
West Hill,Att/Row/Twnhouse,2022-02-01,895183.3991736477
West Hill,Att/Row/Twnhouse,2022-03-01,992801.4975382338
West Hill,Att/Row/Twnhouse,2022-04-01,885868.9672934227
West Hill,Att/Row/Twnhouse,2023-01-01,1059662.10507911
West Hill,Att/Row/Twnhouse,2023-02-01,1033216.803586009
West Hill,Att/Row/Twnhouse,2023-03-01,1167496.8571417911
West Hill,Condo Apt,2022-01-01,564909.6286481601
West Hill,Condo Apt,2022-02-01,641904.7872257804
West Hill,Condo Apt,2022-03-01,777207.0278842577
West Hill,Condo Apt,2022-04-01,780051.1536285651
West Hill,Condo Apt,2023-01-01,876876.4228640307
West Hill,Condo Apt,2023-02-01,997900.8866017206
West Hill,Condo Apt,2023-03-01,1023388.3975380628
West Hill,Detached,2022-01-01,1415007.2809776769
West Hill,Detached,2022-02-01,1594143.3184440103
West Hill,Detached,2022-03-01,1609579.4233968228
West Hill,Detached,2022-04-01,1696517.598972295
West Hill,Detached,2023-01-01,1774141.3335138783
West Hill,Detached,2023-02-01,1741583.8638841414
West Hill,Detached,2023-03-01,1653992.9321026814
West Hill,Semi-Detached,2022-01-01,1025760.3427523228
West Hill,Semi-Detached,2022-02-01,1155671.57198626
West Hill,Semi-Detached,2022-03-01,1186243.314312856
West Hill,Semi-Detached,2022-04-01,1202028.0304501783
West Hill,Semi-Detached,2023-01-01,1268197.137445526
West Hill,Semi-Detached,2023-02-01,1285992.2850077795
West Hill,Semi-Detached,2023-03-01,1285741.286651702
West Humber-Clairville,Att/Row/Twnhouse,2022-01-01,1051830.7776277347
West Humber-Clairville,Att/Row/Twnhouse,2022-02-01,1196858.3699965095
West Humber-Clairville,Att/Row/Twnhouse,2022-03-01,1289719.6026758358
West Humber-Clairville,Att/Row/Twnhouse,2022-04-01,1295228.8894561229
West Humber-Clairville,Att/Row/Twnhouse,2023-01-01,1398108.2617536655
West Humber-Clairville,Att/Row/Twnhouse,2023-02-01,1422795.1077611658
West Humber-Clairville,Att/Row/Twnhouse,2023-03-01,1480882.309114006
West Humber-Clairville,Condo Apt,2022-01-01,590693.3368238204
West Humber-Clairville,Condo Apt,2022-02-01,648281.8047332477
West Humber-Clairville,Condo Apt,2022-03-01,692332.9279586409
West Humber-Clairville,Condo Apt,2022-04-01,716752.9154631301
West Humber-Clairville,Condo Apt,2023-01-01,794072.995901826
West Humber-Clairville,Condo Apt,2023-02-01,818313.8183065976
West Humber-Clairville,Condo Apt,2023-03-01,873539.0513000512
West Humber-Clairville,Detached,2022-01-01,1184541.4856546985
West Humber-Clairville,Detached,2022-02-01,1300933.8965630345
West Humber-Clairville,Detached,2022-03-01,1287172.062524195
West Humber-Clairville,Detached,2022-04-01,1390419.5380353187
West Humber-Clairville,Detached,2023-01-01,1374247.9939369538
West Humber-Clairville,Detached,2023-02-01,1376810.5856139518
West Humber-Clairville,Detached,2023-03-01,1371940.6516488031
West Humber-Clairville,Semi-Detached,2022-01-01,1057077.7188940742
West Humber-Clairville,Semi-Detached,2022-02-01,1061705.0175369713
West Humber-Clairville,Semi-Detached,2022-03-01,1169102.5263502372
West Humber-Clairville,Semi-Detached,2022-04-01,1255542.2190768735
West Humber-Clairville,Semi-Detached,2023-01-01,1242538.925945439
West Humber-Clairville,Semi-Detached,2023-02-01,1246684.9935311982
West Humber-Clairville,Semi-Detached,2023-03-01,1308438.1711392566
Westminster-Branson,Condo Apt,2022-01-01,724728.6136440363
Westminster-Branson,Condo Apt,2022-02-01,790095.6850647789
Westminster-Branson,Condo Apt,2022-03-01,835522.0002638357
Westminster-Branson,Condo Apt,2022-04-01,853150.8852210152
Westminster-Branson,Condo Apt,2023-01-01,954799.786567472
Westminster-Branson,Condo Apt,2023-02-01,967366.753082597
Westminster-Branson,Condo Apt,2023-03-01,973227.4653051328
Westminster-Branson,Detached,2022-01-01,1662919.994442299
Westminster-Branson,Detached,2022-02-01,1937871.2853069608
Westminster-Branson,Detached,2022-03-01,1988874.1040585
Westminster-Branson,Detached,2022-04-01,1953622.685204356
Westminster-Branson,Detached,2023-01-01,2106265.886607848
Westminster-Branson,Detached,2023-02-01,2252480.808615125
Westminster-Branson,Detached,2023-03-01,2191183.797935705
Westminster-Branson,Semi-Detached,2022-01-01,1113503.2588523284
Westminster-Branson,Semi-Detached,2022-02-01,1229193.1605219638
Westminster-Branson,Semi-Detached,2022-03-01,1307778.4675826265
Westminster-Branson,Semi-Detached,2022-04-01,1336166.1073651477
Westminster-Branson,Semi-Detached,2023-01-01,1426177.774394702
Westminster-Branson,Semi-Detached,2023-02-01,1428816.1737533803
Westminster-Branson,Semi-Detached,2023-03-01,1361863.9548688424
Weston,Att/Row/Twnhouse,2022-01-01,914190.085512698
Weston,Att/Row/Twnhouse,2022-02-01,995107.9976481702
Weston,Att/Row/Twnhouse,2022-03-01,922969.7666500796
Weston,Att/Row/Twnhouse,2022-04-01,961423.9336254444
Weston,Att/Row/Twnhouse,2023-01-01,977595.5244817686
Weston,Att/Row/Twnhouse,2023-02-01,918980.0403595284
Weston,Att/Row/Twnhouse,2023-03-01,937129.1265674736
Weston,Condo Apt,2022-01-01,520960.0284970021
Weston,Condo Apt,2022-02-01,586901.7263775188
Weston,Condo Apt,2022-03-01,609864.0475606824
Weston,Condo Apt,2022-04-01,641424.2377011417
Weston,Condo Apt,2023-01-01,702269.0159939934
Weston,Condo Apt,2023-02-01,730759.3694456267
Weston,Condo Apt,2023-03-01,800777.9528080558
Weston,Detached,2022-01-01,1159886.4122998032
Weston,Detached,2022-02-01,1202299.6634950163
Weston,Detached,2022-03-01,1212498.5090993838
Weston,Detached,2022-04-01,1285274.5783348926
Weston,Detached,2023-01-01,1307806.293087847
Weston,Detached,2023-02-01,1320082.590568466
Weston,Detached,2023-03-01,1259646.551146404
Weston-Pellam Park,Att/Row/Twnhouse,2022-01-01,1066935.398164467
Weston-Pellam Park,Att/Row/Twnhouse,2022-02-01,1150062.226857816
Weston-Pellam Park,Att/Row/Twnhouse,2022-03-01,1224251.214536308
Weston-Pellam Park,Att/Row/Twnhouse,2022-04-01,1249817.0537523432
Weston-Pellam Park,Att/Row/Twnhouse,2023-01-01,1330027.6075780275
Weston-Pellam Park,Att/Row/Twnhouse,2023-02-01,1383989.7590979317
Weston-Pellam Park,Att/Row/Twnhouse,2023-03-01,1386804.8051625823
Weston-Pellam Park,Detached,2022-01-01,1204255.1721087943
Weston-Pellam Park,Detached,2022-02-01,1500785.597621277
Weston-Pellam Park,Detached,2022-03-01,1278294.2222633534
Weston-Pellam Park,Detached,2022-04-01,1481780.0384863983
Weston-Pellam Park,Detached,2023-01-01,1379172.9869514366
Weston-Pellam Park,Detached,2023-02-01,1233611.0897551852
Weston-Pellam Park,Detached,2023-03-01,1423386.175667482
Weston-Pellam Park,Semi-Detached,2022-01-01,1077165.6292082411
Weston-Pellam Park,Semi-Detached,2022-02-01,1166773.8451370911
Weston-Pellam Park,Semi-Detached,2022-03-01,1164104.7076178626
Weston-Pellam Park,Semi-Detached,2022-04-01,1201807.0722038602
Weston-Pellam Park,Semi-Detached,2023-01-01,1282374.0910335532
Weston-Pellam Park,Semi-Detached,2023-02-01,1316922.7846505346
Weston-Pellam Park,Semi-Detached,2023-03-01,1312779.6403658865
Wexford-Maryvale,Condo Apt,2022-01-01,612462.4990514249
Wexford-Maryvale,Condo Apt,2022-02-01,642968.9843126711
Wexford-Maryvale,Condo Apt,2022-03-01,681964.9513449386
Wexford-Maryvale,Condo Apt,2022-04-01,690228.1063031952
Wexford-Maryvale,Condo Apt,2023-01-01,711842.7399957194
Wexford-Maryvale,Condo Apt,2023-02-01,716195.0321005449
Wexford-Maryvale,Condo Apt,2023-03-01,704530.6118816871
Wexford-Maryvale,Detached,2022-01-01,1353089.5247089854
Wexford-Maryvale,Detached,2022-02-01,1371429.0421054063
Wexford-Maryvale,Detached,2022-03-01,1431714.8893477162
Wexford-Maryvale,Detached,2022-04-01,1471852.2741621372
Wexford-Maryvale,Detached,2023-01-01,1447129.2463684345
Wexford-Maryvale,Detached,2023-02-01,1447053.3515405331
Wexford-Maryvale,Detached,2023-03-01,1383990.5294552508
Willowdale East,Att/Row/Twnhouse,2022-01-01,1656684.473979549
Willowdale East,Att/Row/Twnhouse,2022-02-01,1688666.7017648006
Willowdale East,Att/Row/Twnhouse,2022-03-01,1828982.6558085163
Willowdale East,Att/Row/Twnhouse,2022-04-01,1866157.599955869
Willowdale East,Att/Row/Twnhouse,2023-01-01,1870373.9706695608
Willowdale East,Att/Row/Twnhouse,2023-02-01,1826813.2980045772
Willowdale East,Att/Row/Twnhouse,2023-03-01,1812506.5651957036
Willowdale East,Condo Apt,2022-01-01,748435.6240290484
Willowdale East,Condo Apt,2022-02-01,799328.0198672834
Willowdale East,Condo Apt,2022-03-01,840180.4816704397
Willowdale East,Condo Apt,2022-04-01,902673.0693682492
Willowdale East,Condo Apt,2023-01-01,976550.0468507902
Willowdale East,Condo Apt,2023-02-01,1034089.133880332
Willowdale East,Condo Apt,2023-03-01,1060614.043520757
Willowdale East,Detached,2022-01-01,2857685.04965556
Willowdale East,Detached,2022-02-01,2907916.3178618327
Willowdale East,Detached,2022-03-01,3080283.784158013
Willowdale East,Detached,2022-04-01,3027168.3035619943
Willowdale East,Detached,2023-01-01,3060641.601590597
Willowdale East,Detached,2023-02-01,2936704.4519556267
Willowdale East,Detached,2023-03-01,2761365.9951729653
Willowdale West,Condo Apt,2022-01-01,811664.2239450988
Willowdale West,Condo Apt,2022-02-01,888300.4886682663
Willowdale West,Condo Apt,2022-03-01,919800.1407040734
Willowdale West,Condo Apt,2022-04-01,999109.7942139535
Willowdale West,Condo Apt,2023-01-01,1090603.2034440937
Willowdale West,Condo Apt,2023-02-01,1156370.1942786686
Willowdale West,Condo Apt,2023-03-01,1191131.5020104167
Willowdale West,Detached,2022-01-01,2408649.6680560773
Willowdale West,Detached,2022-02-01,2661732.081197929
Willowdale West,Detached,2022-03-01,2696372.309581276
Willowdale West,Detached,2022-04-01,2708120.1185525623
Willowdale West,Detached,2023-01-01,2751559.0359760527
Willowdale West,Detached,2023-02-01,2894680.6014043544
Willowdale West,Detached,2023-03-01,2686939.530312016
Willowridge-Martingrove-Richview,Condo Apt,2022-01-01,493083.9251040434
Willowridge-Martingrove-Richview,Condo Apt,2022-02-01,533666.8183235183
Willowridge-Martingrove-Richview,Condo Apt,2022-03-01,567092.7271303624
Willowridge-Martingrove-Richview,Condo Apt,2022-04-01,600983.66229262
Willowridge-Martingrove-Richview,Condo Apt,2023-01-01,632749.5156587232
Willowridge-Martingrove-Richview,Condo Apt,2023-02-01,703723.02530751
Willowridge-Martingrove-Richview,Condo Apt,2023-03-01,746333.762029756
Willowridge-Martingrove-Richview,Detached,2022-01-01,1522230.3357166485
Willowridge-Martingrove-Richview,Detached,2022-02-01,1665396.8314742956
Willowridge-Martingrove-Richview,Detached,2022-03-01,1695893.420078465
Willowridge-Martingrove-Richview,Detached,2022-04-01,1689474.7070177244
Willowridge-Martingrove-Richview,Detached,2023-01-01,1837724.7643753989
Willowridge-Martingrove-Richview,Detached,2023-02-01,1871676.749901848
Willowridge-Martingrove-Richview,Detached,2023-03-01,1843081.9117612373
Willowridge-Martingrove-Richview,Semi-Detached,2022-01-01,1180520.787833645
Willowridge-Martingrove-Richview,Semi-Detached,2022-02-01,1329338.3392891216
Willowridge-Martingrove-Richview,Semi-Detached,2022-03-01,1333084.6708171451
Willowridge-Martingrove-Richview,Semi-Detached,2022-04-01,1369227.1277542927
Willowridge-Martingrove-Richview,Semi-Detached,2023-01-01,1483005.9065293523
Willowridge-Martingrove-Richview,Semi-Detached,2023-02-01,1510606.2262483358
Willowridge-Martingrove-Richview,Semi-Detached,2023-03-01,1563501.0163061488
Woburn,Condo Apt,2022-01-01,608111.8292245624
Woburn,Condo Apt,2022-02-01,662837.6415494077
Woburn,Condo Apt,2022-03-01,692502.8074565217
Woburn,Condo Apt,2022-04-01,740076.4919612271
Woburn,Condo Apt,2023-01-01,807833.6315991406
Woburn,Condo Apt,2023-02-01,853094.3230254811
Woburn,Condo Apt,2023-03-01,872307.0410452667
Woburn,Detached,2022-01-01,1263926.8841746694
Woburn,Detached,2022-02-01,1402613.815047586
Woburn,Detached,2022-03-01,1429806.1250997898
Woburn,Detached,2022-04-01,1466090.2765535712
Woburn,Detached,2023-01-01,1523017.113877564
Woburn,Detached,2023-02-01,1488881.103509608
Woburn,Detached,2023-03-01,1465583.4560102075
Woburn,Semi-Detached,2022-01-01,1071199.6525549022
Woburn,Semi-Detached,2022-02-01,1129711.1571984738
Woburn,Semi-Detached,2022-03-01,1164576.4956661495
Woburn,Semi-Detached,2022-04-01,1169915.5803316587
Woburn,Semi-Detached,2023-01-01,1424630.1084452325
Woburn,Semi-Detached,2023-02-01,1334144.5165295394
Woburn,Semi-Detached,2023-03-01,1275254.078672027
Woodbine Corridor,Att/Row/Twnhouse,2022-01-01,1247846.5808246178
Woodbine Corridor,Att/Row/Twnhouse,2022-02-01,1321518.2358509025
